seed_aleatoria_usada,fit_melhor_indiv,fit_pior_indiv,fit_media_pop,indiv_repetidos_pop,indiv_cross_melhores_que_pais,indiv_cross_piores_que_pais
8466,22.287993689974687,23.228657372412787,22.696124007385624,36,25,23
8466,22.287993689974687,23.777935621025296,22.686961495880336,39,20,28
8466,22.287993689974687,24.039989549116008,22.646453737477618,40,28,20
8466,22.287993689974687,23.360301854404863,22.568841906556845,38,23,25
8466,22.287993689974687,22.92119316200688,22.51321952368093,38,23,25
8466,21.127981422880893,37.53333782723106,22.807295064054642,29,34,14
8466,21.127981422880893,23.408540019671225,22.51549679272482,30,28,20
8466,21.127981422880893,24.28719351301331,22.588974663361913,31,30,18
8466,21.127981422880893,23.777935621025296,22.678602042543794,26,32,16
8466,21.127981422880893,23.115843271618516,22.45795784217523,31,25,23
8466,21.0784327806988,23.777935621025296,22.419730183156418,25,29,19
8466,21.0784327806988,982.4534335000512,41.71749926890174,24,28,20
8466,21.0784327806988,26.718259787329085,22.683369430076258,26,29,19
8466,21.0784327806988,23.085554994491392,22.479858062504956,24,29,19
8466,21.0784327806988,23.150774611171816,22.52561640625113,22,34,14
8466,21.0784327806988,23.21173467142922,22.544058269775668,26,26,22
8466,21.0784327806988,23.21173467142922,22.53460022776272,22,24,24
8466,21.0784327806988,23.291521737625104,22.424597705564626,22,28,20
8466,21.0784327806988,22.83080581078313,22.41991976451259,26,31,17
8466,21.0784327806988,23.21173467142922,22.47818976067323,26,33,15
8466,21.0784327806988,23.21173467142922,22.39956659221009,25,30,18
8466,21.0784327806988,23.236012955481304,22.494930703889995,28,27,21
8466,21.0784327806988,22.79655292979023,22.397429436233633,25,29,19
8466,21.0784327806988,22.812128854040353,22.404447636252293,26,27,21
8466,21.0784327806988,22.869067004237632,22.433735401705793,26,27,21
8466,21.0784327806988,22.88402632188746,22.43902283284055,23,29,19
8466,21.0784327806988,22.88402632188746,22.38394888920241,19,24,24
8466,21.0784327806988,22.866002498417792,22.36722262275423,25,24,24
8466,21.0784327806988,22.88003591338359,22.27975947650678,21,26,22
8466,21.0784327806988,22.88402632188746,22.3576429135625,20,30,18
8466,21.0784327806988,27.665557889749948,22.440413226563482,21,22,26
8466,21.0784327806988,23.358028080689536,22.3203112098965,23,31,17
8466,21.0784327806988,22.998207727432128,22.259781453388996,22,32,16
8466,21.0784327806988,23.790552819990786,22.266146572892072,21,31,17
8466,20.733181249599436,22.474648945935115,22.146376141868004,19,28,20
8466,20.71758882549183,23.785188720738205,22.182984344795635,18,30,18
8466,20.71758882549183,22.83382993590942,22.03541840963648,21,35,13
8466,20.710890645824737,23.93118759953597,22.011807213004385,18,29,19
8466,20.20401680260635,22.400919359724433,21.623926914824242,14,28,20
8466,20.20401680260635,22.40452312010407,21.498534814172164,19,26,22
8466,20.028348654938092,22.993088429298272,21.495655690865625,15,31,17
8466,20.028348654938092,22.304702196823747,21.077495690283026,19,25,23
8466,20.028348654938092,22.599916684398476,20.940829010666484,19,33,15
8466,19.966985073013564,22.859690972865724,20.825635054379894,20,29,19
8466,19.966985073013564,22.94274254446925,20.813206473376034,17,34,14
8466,19.944524997411385,22.81019980961746,20.51784257643083,16,26,22
8466,18.480518778503995,22.428964519985392,20.33512511437552,20,34,14
8466,18.454522703574916,22.163977016773075,20.454698425569056,14,34,14
8466,18.310551539255954,23.22324295661031,19.95834227711525,22,28,20
8466,18.118276026758558,22.021236317605247,19.16898364156624,16,27,21
