seed_aleatoria_usada,fit_melhor_indiv,fit_pior_indiv,fit_media_pop,indiv_repetidos_pop,indiv_cross_melhores_que_pais,indiv_cross_piores_que_pais
52194,19.50295050315085,23.37735520615618,22.649012628660813,25,25,23
52194,19.50295050315085,23.115843271618516,22.66845042027764,20,31,17
52194,19.50295050315085,23.174119222171996,22.573363539041488,19,28,20
52194,19.50295050315085,23.45095674627577,22.672968666440365,25,31,17
52194,19.50295050315085,23.84816003907478,22.509721319009792,30,28,20
52194,19.50295050315085,23.661288210058174,22.52198970400617,25,31,17
52194,19.50295050315085,26.483878979816826,22.818992684457157,22,33,15
52194,19.50295050315085,25.68453522495425,22.690336440449432,21,32,16
52194,19.50295050315085,24.53638213922797,22.60060276662406,21,31,17
52194,19.50295050315085,23.53205689222916,22.427690134688255,19,29,19
52194,18.81842497448942,23.182480519599462,21.975936728803273,18,33,15
52194,18.81842497448942,23.88600024266198,21.759567986038615,26,29,19
52194,18.81842497448942,23.053748935612923,21.55801460150868,25,34,14
52194,18.81842497448942,23.419406351420893,21.953558095793504,22,36,12
52194,16.634772197183782,31.809036042991814,22.17366210032521,17,36,12
52194,14.548760145747632,32.30620763069729,21.93890640885153,23,28,20
52194,14.548760145747632,23.709295866648773,21.377899091655426,23,24,24
52194,13.718487020553717,24.859646311968437,20.663654149736608,15,24,24
52194,13.718487020553717,57.50123278406167,21.503740554691966,22,30,18
52194,13.718487020553717,37.364191184366334,20.433522886771932,16,32,16
52194,13.718487020553717,26.50288248103601,18.407230173152175,18,28,20
52194,11.237035867692926,90.62079110367326,18.666053022230315,16,26,22
52194,11.237035867692926,26.83717988986263,18.947035530131146,15,31,17
52194,11.237035867692926,23.09203138053685,16.823148283181357,20,28,20
52194,11.237035867692926,26.446001014404807,16.998516016007187,19,30,18
52194,10.684680049853219,28.12161834560008,15.820601650272343,19,34,14
52194,10.684680049853219,26.06661428943815,15.85947482637185,21,37,11
52194,9.928444149957057,22.660129691481167,15.926328872122657,22,31,17
52194,9.928444149957057,19.34364009820612,14.606153908168189,22,29,19
52194,9.928444149957057,23.246307487978257,15.34468623541648,22,32,16
52194,9.928444149957057,24.588947768750167,15.737286429295484,20,27,21
52194,9.355374456514234,22.358719444157618,14.645604554589257,18,28,20
52194,9.266766767367152,27.361087231989334,12.916068006631631,20,32,16
52194,9.123873354783232,19.731556097485008,13.088001843816228,21,34,14
52194,9.123873354783232,20.069096716251707,13.036462872482273,18,33,15
52194,9.123873354783232,25.04750122017678,12.563436229459082,21,30,18
52194,9.123873354783232,17.386766147339717,11.525853700356242,26,30,18
52194,8.503876158027312,17.386766147339717,11.351660932278193,24,26,22
52194,8.503876158027312,18.964241531505923,12.023468717595838,17,36,12
52194,7.291964318313354,24.646762520444096,12.247432240682674,21,35,13
52194,7.291964318313354,26.194565595149378,14.996826900021198,26,31,17
52194,7.163330874774171,25.634924513022046,14.496387327823959,23,31,17
52194,6.897703743702355,25.567973704166214,12.214987162944047,22,25,23
52194,6.897703743702355,22.81631798893148,11.246257932431577,21,33,15
52194,6.847723598303599,18.630012329542247,11.142916578003371,17,30,18
52194,6.847723598303599,17.269660611301877,9.578637568708588,24,27,21
52194,6.847723598303599,13.631652463529573,8.192508205135994,33,25,23
52194,6.602973580998022,15.70506966335749,7.977870773243219,27,25,23
52194,6.602973580998022,22.407751064782687,8.453896724738236,29,25,23
52194,6.489632564467124,16.40442664999763,8.36799998804065,28,34,14
