seed_aleatoria_usada,fit_melhor_indiv,fit_pior_indiv,fit_media_pop,indiv_repetidos_pop,indiv_cross_melhores_que_pais,indiv_cross_piores_que_pais
29606,19.57221168715636,23.661437945494868,22.60840970951139,30,28,20
29606,19.57221168715636,23.752532914333173,22.66404897787376,28,28,20
29606,19.50295050315085,23.31979073304847,22.2280325415364,28,26,22
29606,19.50295050315085,23.777935621025296,22.214765115572295,30,27,21
29606,19.50295050315085,23.88600024266198,21.850131111880923,31,26,22
29606,19.50295050315085,23.232679425517244,21.488649241395684,30,30,18
29606,19.50295050315085,28.019079044891367,22.042356638243962,32,29,19
29606,19.50295050315085,25.23479417350443,22.63171569707168,36,34,14
29606,8.426727599813102,23.232679425517244,21.510165459045574,31,30,18
29606,8.426727599813102,43.273452419538934,23.66125611335045,37,26,22
29606,8.426727599813102,43.273452419538934,22.549124073210102,39,23,25
29606,8.426727599813102,97.71162121551386,22.81412077669134,34,26,22
29606,8.426727599813102,67.07027548534822,22.125964309459963,31,27,21
29606,8.426727599813102,67.07027548534822,24.345066583721987,34,28,20
29606,8.426727599813102,59.59819575131327,22.117158611701857,37,31,17
29606,8.426727599813102,26.16478282057476,21.29234272475117,39,26,22
29606,8.426727599813102,67.07027548534822,22.738252888170024,40,27,21
29606,8.426727599813102,23.88600024266198,21.95140706405112,39,28,20
29606,8.426727599813102,23.88600024266198,21.920140526986174,40,25,23
29606,8.426727599813102,26.75854718603178,21.97155330047392,40,27,21
29606,8.426727599813102,59.59819575131328,22.617820917869768,40,18,30
29606,8.426727599813102,23.88600024266198,20.112273292788064,42,24,24
29606,8.426727599813102,59.59819575131327,20.66241883999849,39,24,24
29606,8.426727599813102,67.07027548534822,23.47229051487191,36,29,19
29606,8.426727599813102,67.07027548534822,22.569531019449425,38,23,25
29606,8.426727599813102,477.14730717367183,39.89945462803541,31,26,22
29606,8.426727599813102,23.115843271618516,21.224920125659068,38,18,30
29606,8.426727599813102,23.88600024266198,21.38947307994335,42,29,19
29606,8.426727599813102,23.88600024266198,21.1614867787907,45,22,26
29606,8.426727599813102,23.88600024266198,21.445814306309043,43,28,20
29606,8.426727599813102,67.07027548534822,21.495697667563604,41,23,25
29606,8.426727599813102,155.47838798166367,24.37366460501478,32,26,22
29606,8.426727599813102,43.56188209309243,21.023692410027774,35,21,27
29606,8.426727599813102,34.58437915953071,19.1674962434351,41,26,22
29606,8.426727599813102,477.1473071736719,30.64508415264334,38,28,20
29606,8.426727599813102,67.07027548534822,22.588819461616282,37,30,18
29606,8.426727599813102,67.07027548534822,22.665070812233512,35,27,21
29606,8.426727599813102,25.23479417350443,20.162861022966066,39,28,20
29606,8.426727599813102,418.5826369736114,34.98876270370064,41,20,28
29606,8.426727599813102,67.07027548534822,25.174439244817336,40,23,25
29606,8.426727599813102,23.88600024266198,21.377495647673985,43,20,28
29606,8.426727599813102,26.509486906215177,21.276401408048876,40,24,24
29606,8.426727599813102,67.07027548534822,21.73328919381345,40,21,27
29606,8.426727599813102,27.07263385867406,20.84610577021398,41,22,26
29606,8.426727599813102,67.07027548534822,23.812310228358555,35,29,19
29606,8.426727599813102,67.07027548534822,25.886949790849215,37,30,18
29606,8.426727599813102,67.07027548534822,22.07470948038967,36,28,20
29606,8.426727599813102,133.9682899213458,24.0365885544849,36,29,19
29606,8.426727599813102,418.5826369736114,30.529296436896544,35,26,22
29606,8.426727599813102,155.4783879816637,25.005316920614547,37,34,14
