seed_aleatoria_usada,fit_melhor_indiv,fit_pior_indiv,fit_media_pop,indiv_repetidos_pop,indiv_cross_melhores_que_pais,indiv_cross_piores_que_pais
81395,22.145134489156533,22.99196018947536,22.602798737500393,32,19,29
81395,22.145134489156533,23.216093996898906,22.57600339017767,27,28,20
81395,22.142614623127574,23.171571164668162,22.485934142465297,28,26,22
81395,22.142614623127574,23.57145326324341,22.57849411316145,29,25,23
81395,21.795040117589796,24.35041210728316,22.586547935398634,31,23,25
81395,21.795040117589796,23.150413928799335,22.457328516140286,26,24,24
81395,21.795040117589796,23.777618897447628,22.53131540082769,20,35,13
81395,21.496408511845903,109.349293570452,24.17644950094229,19,29,19
81395,21.496408511845903,23.64452312864242,22.300118622657074,23,28,20
81395,21.496408511845903,23.542767555361916,22.1485184915628,17,34,14
81395,21.30137983423914,22.47815449890062,21.927953130121036,18,27,21
81395,21.220899573016034,23.39983812316433,21.971495383252567,17,27,21
81395,19.80882587039328,22.851892062882182,21.74494048839608,16,31,17
81395,19.80882587039328,26.24569943194712,21.42482330649068,20,27,21
81395,19.806335530544057,23.541001272535325,21.093101554286637,18,29,19
81395,19.80180368365673,22.85197679598809,20.857841484472303,19,29,19
81395,19.80180368365673,22.879596531290094,20.53654604467116,20,27,21
81395,19.80180368365673,23.115589391102663,20.133015242017244,22,30,18
81395,19.749593180735577,23.63548782175309,20.191165867993433,18,29,19
81395,19.749593180735577,24.299593048593458,20.48066754791496,21,32,16
81395,19.74360381754657,22.847251090507708,20.462327221298604,19,29,19
81395,19.74360381754657,22.437757815982255,20.44470589447883,23,29,19
81395,19.72114991803104,23.34552257290216,20.80775623865126,16,35,13
81395,18.41487208017007,23.674847360706007,21.199939506772775,20,31,17
81395,18.41466251489297,23.37279998279765,20.89160248059826,16,22,26
81395,18.41466251489297,22.628175882075496,20.220914003234085,18,24,24
81395,18.41466251489297,23.119361811255192,19.83824257218462,19,28,20
81395,18.41466251489297,22.27596807464333,19.84548308339329,18,31,17
81395,18.41466251489297,22.493409215611774,19.779604336466655,18,30,18
81395,18.414190815092166,23.11166867416872,19.602370788761593,22,28,20
81395,18.414190815092166,21.296993737723486,19.075243094859538,21,31,17
81395,18.26049293555198,21.568201034069855,19.084483000299937,17,27,21
81395,18.26049293555198,22.24301834362426,19.740703237885306,19,35,13
81395,18.26049293555198,23.038652426632627,19.450894136086696,22,31,17
81395,18.26049293555198,22.704404843453077,19.637602904071574,18,33,15
81395,18.26049293555198,21.197301240431198,19.043730915326986,20,27,21
81395,18.247931635427477,21.18610869730113,18.696703111492372,21,29,19
81395,18.247931635427477,20.52958258778032,18.916974566270756,23,32,16
81395,18.247841520460426,23.21173467142922,19.007316244801906,18,32,16
81395,17.983160495137746,21.002377750034434,18.712212761844228,18,25,23
81395,17.983160495137746,22.831641929617692,18.528231241254826,19,28,20
81395,17.983160495137746,19.789664808862383,18.421638322830276,13,29,19
81395,17.982837403703677,20.300231493273216,18.449552866350288,19,27,21
81395,17.907179135609837,19.510944746400526,18.20847411614101,23,28,20
81395,17.529653200683445,20.064996943915613,18.237543156981648,26,25,23
81395,17.529653200683445,22.71172389495606,18.235113163548117,24,26,22
81395,17.528646900113497,19.75297177056322,18.11707556351485,19,28,20
81395,17.528134141320127,24.08025699999014,18.107788975794126,21,30,18
81395,17.528134141320127,19.83610332244125,17.913761974602007,19,29,19
81395,17.528130462910752,23.228657372412787,17.90153079535047,16,28,20
