seed_aleatoria_usada,fit_melhor_indiv,fit_pior_indiv,fit_media_pop,indiv_repetidos_pop,indiv_cross_melhores_que_pais,indiv_cross_piores_que_pais
69233,22.149075446724947,23.38121282752808,22.584509288565354,27,26,22
69233,21.922830988965057,23.291521737625104,22.577828738574524,27,31,17
69233,21.922830988965057,23.228657372412787,22.571803573741008,24,30,18
69233,21.48332869874323,23.228657372412787,22.45992316922652,21,25,23
69233,21.48332869874323,23.36430610425914,22.443764439172373,23,30,18
69233,21.48332869874323,23.325647176274952,22.325327582690498,19,29,19
69233,21.399809374058137,23.291521737625104,22.22328384752294,19,31,17
69233,21.399809374058137,23.296214519823977,22.202532339177015,15,31,17
69233,21.399809374058137,23.431260688533214,22.30944726837684,19,34,14
69233,21.390681478397255,23.481131451193427,22.33481938721743,17,30,18
69233,21.291802685900542,22.903307277515122,21.95106096494018,14,27,21
69233,20.988429065222295,23.528360485996558,21.78656814493484,15,26,22
69233,20.929367096374776,23.28080700892918,21.830504487907273,19,32,16
69233,20.929367096374776,24.040018376222843,21.961329844045125,17,34,14
69233,20.368152927998253,24.040018376222843,21.91632628825835,17,33,15
69233,20.368152927998253,25.07203707997439,21.840938374257963,15,27,21
69233,20.352962929171664,23.575177663327352,21.562894773323148,14,32,16
69233,20.352962929171664,22.67890473848295,21.591948649747984,22,29,19
69233,20.352962929171664,22.480418760302836,21.338755205867624,14,31,17
69233,20.352962929171664,24.495758278840842,21.168821610836936,16,32,16
69233,20.352962929171664,22.628735729505593,20.978012127529134,20,25,23
69233,20.352962929171664,21.49558844569656,20.822272208121625,13,29,19
69233,20.352962929171664,22.204298329200935,20.814822812811027,16,30,18
69233,19.68946040588518,22.077625423828906,20.81788936940536,18,31,17
69233,19.68946040588518,22.297581564877692,20.86955944602086,17,34,14
69233,19.68946040588518,22.323205976949772,20.76362430619255,17,28,20
69233,19.65558295349776,21.76258715536992,20.618992203871716,12,33,15
69233,19.540850703090197,21.915279817399277,20.41280700993169,17,29,19
69233,19.540850703090197,20.918770742826105,20.133609374028566,14,32,16
69233,19.49039582027342,23.291521737625104,20.05351626470536,22,28,20
69233,19.250790034399685,20.90844302296837,19.965345373305926,17,29,19
69233,19.250790034399685,21.671530999777914,19.925247854263883,18,32,16
69233,19.250790034399685,22.050282212787415,20.17422283093363,17,37,11
69233,19.069219291045908,21.422849975488017,19.785051297928305,16,27,21
69233,18.809856072262637,21.005307220701322,19.747436660449893,19,32,16
69233,18.809856072262637,200.27369459351502,23.49916630394642,17,31,17
69233,18.809856072262637,21.01846784242965,19.737874640723575,22,27,21
69233,18.809856072262637,22.864783857408526,19.709056279800123,21,31,17
69233,18.809856072262637,20.552599394278232,19.385285203539453,25,31,17
69233,18.79450413281258,20.266579444609746,19.340304883320236,14,33,15
69233,18.79450413281258,19.969740356257507,19.204517912543203,19,28,20
69233,18.755938287174775,21.053606072464532,19.28575186735021,23,29,19
69233,18.755938287174775,21.783532132031947,19.436576247081096,17,32,16
69233,18.54196539478536,20.04736881443808,19.20756319514757,21,27,21
69233,18.54196539478536,20.037945218433773,19.068210883154826,18,33,15
69233,18.541829605675847,20.59769127476239,19.03776238351916,21,29,19
69233,18.541829605675847,21.206236043133465,19.049369887928833,16,35,13
69233,18.519382554657067,19.844177535292904,18.987163203585556,17,31,17
69233,18.519382554657067,19.765272963289803,19.03454077678668,22,34,14
69233,18.136918468361834,19.67703766663744,18.880248664856357,16,32,16
