seed_aleatoria_usada,fit_melhor_indiv,fit_pior_indiv,fit_media_pop,indiv_repetidos_pop,indiv_cross_melhores_que_pais,indiv_cross_piores_que_pais
69252,21.97191828733434,23.247111599233424,22.702273238219483,61,54,44
69252,21.97191828733434,23.25829513564507,22.704649774738364,65,52,46
69252,21.97191828733434,23.676872319140372,22.699077855283704,66,62,36
69252,21.97191828733434,23.552198563563664,22.628017734899583,65,55,43
69252,21.97191828733434,23.282201339566246,22.644976728917264,66,59,39
69252,21.97191828733434,23.58243214253974,22.657247224908907,69,61,37
69252,21.97191828733434,24.8080199395299,22.602445250072837,65,58,40
69252,21.97191828733434,23.350644025800946,22.551727161790474,62,56,42
69252,21.66785000239394,23.174119222171996,22.497120218111945,70,61,37
69252,21.66785000239394,23.270734178987418,22.490275117488544,67,58,40
69252,21.63377603782622,23.910632213512763,22.511129024300363,63,64,34
69252,21.61837518122953,23.598022032085645,22.5109191407456,54,62,36
69252,21.61837518122953,23.659614100155668,22.447917418224755,56,60,38
69252,21.531712960509076,24.65564502763028,22.539976229326253,45,63,35
69252,20.97379998082299,24.507023729117908,22.514452994402856,39,58,40
69252,20.97379998082299,23.759977529818517,22.435192634241602,41,61,37
69252,20.97379998082299,23.232679425517244,22.38172141031763,48,73,25
69252,20.856434468412754,23.174119222171996,22.224390543564546,44,61,37
69252,20.856434468412754,23.395920070103653,22.193532427149492,41,65,33
69252,20.756052263320626,23.53317477706171,22.302962229241476,44,61,37
69252,20.10968205056377,23.39618364159037,22.19716200601315,32,74,24
69252,20.10968205056377,23.34166880880987,22.27968156627415,39,65,33
69252,20.10968205056377,24.390741275833065,22.222459155527552,37,65,33
69252,20.10968205056377,28.64371843061573,22.093595832906757,40,61,37
69252,20.10968205056377,22.857315533791454,21.903429041217414,43,59,39
69252,19.491941259743466,23.70324758432472,21.944210939564808,37,62,36
69252,19.384652400231236,23.24755432263483,21.593820825797604,35,61,37
69252,19.24157761260391,25.99990468272842,21.46854921655197,41,68,30
69252,19.24157761260391,25.13719574808171,21.185801156640466,39,59,39
69252,18.818367740824566,26.284106274411478,21.14148059685801,33,60,38
69252,18.818367740824566,23.529669592153333,20.98388333360859,33,58,40
69252,18.809731880275574,26.777757303866736,21.026899325440418,43,60,38
69252,18.809731880275574,23.02309613016347,20.928947750661028,41,54,44
69252,18.809731880275574,23.057853729101076,20.695607502247803,36,58,40
69252,18.809731880275574,23.072335722390864,20.267124184417654,35,57,41
69252,18.80861542552147,24.955747669956086,20.322311225315374,41,62,36
69252,18.789148381786138,25.003912084992763,20.110447272152342,30,69,29
69252,18.549571235758137,23.00091866607775,19.898364198181188,31,59,39
69252,18.549571235758137,1697.3464742878277,36.663556447302554,31,67,31
69252,18.549571235758137,23.55146462446435,19.79463761544347,34,61,37
69252,18.549571235758137,26.670219915306628,19.640976228682263,36,60,38
69252,18.549571235758137,25.109794037568015,19.553348846345358,37,61,37
69252,18.549571235758137,25.778203147407954,19.32919566188297,34,56,42
69252,18.549571235758137,24.90085887032643,19.285342688955765,37,71,27
69252,18.549571235758137,26.831328164976192,19.580344638227924,32,64,34
69252,18.549571235758137,24.943387601320147,19.66254330492694,35,66,32
69252,18.386335157091878,26.714603356701176,19.556675215317735,37,63,35
69252,18.386335157091878,25.776758689190796,19.835631941247385,33,64,34
69252,18.386335157091878,24.83043061072493,19.90151323384755,39,63,35
69252,18.386335157091878,23.323845387365736,19.676188814220108,35,60,38
