seed_aleatoria_usada,fit_melhor_indiv,fit_pior_indiv,fit_media_pop,indiv_repetidos_pop,indiv_cross_melhores_que_pais,indiv_cross_piores_que_pais
26382,8.951437001475101,23.83549004285832,22.545285361854393,60,58,40
26382,8.951437001475101,26.907319463194437,22.377574151680193,65,48,50
26382,8.951437001475101,48.77921019073519,22.59086570879358,60,54,44
26382,8.951437001475101,26.56412422795069,22.42528589786269,63,57,41
26382,8.951437001475101,103.04307894872633,23.778794359653197,72,55,43
26382,8.951437001475101,109.6785252855166,23.068125325918235,64,64,34
26382,8.951437001475101,196.59159116379635,24.489802548110177,53,71,27
26382,8.951437001475101,24.78830159224605,22.089252617143515,51,64,34
26382,8.951437001475101,25.094963211718046,22.171301542079462,54,54,44
26382,8.951437001475101,344.93556273714495,29.08499770613544,46,68,30
26382,8.951437001475101,3987.1844711079216,63.7779113611556,40,64,34
26382,8.951437001475101,38.258613397899666,21.40298997588783,45,57,41
26382,8.951437001475101,101.22357785747118,23.835370846475268,40,71,27
26382,8.951437001475101,32.12055819267232,22.57381045848861,43,69,29
26382,8.951437001475101,48.724843504113096,22.275730377125228,33,64,34
26382,8.927362397930333,32.47030145958386,22.14095882789114,36,65,33
26382,8.557007186099192,35.03415996434863,22.17373994522226,35,64,34
26382,8.557007186099192,31.166123825096527,21.238096901689666,30,59,39
26382,3.644874229683747,186.14631876859445,25.491830137732745,41,66,32
26382,3.644874229683747,28.644892818928877,20.900139608358664,39,54,44
26382,3.5458670015611142,40.54172504558912,18.90799090605801,35,65,33
26382,3.022072795881838,67454.79520557483,1366.8969855396929,36,62,36
26382,3.022072795881838,67.48830417500353,18.21403781145274,40,67,31
26382,3.022072795881838,67.81435932575819,21.217495008325614,35,73,25
26382,3.022072795881838,77.5540844854284,22.34492478031023,34,64,34
26382,3.022072795881838,400.2258576053716,25.64548341629135,31,75,23
26382,2.989049805768682,642.2116570909792,22.63528599197168,41,71,27
26382,2.291558683530908,74.16974952116652,20.12508831256736,37,68,30
26382,2.291558683530908,488.1244327380596,27.873223687616886,39,68,30
26382,2.291558683530908,561.307478792913,24.874338378916544,48,60,38
26382,2.291558683530908,34.472659489804535,12.136116826009129,34,64,34
26382,2.291558683530908,99.88299241526626,16.019566541617255,38,62,36
26382,2.291558683530908,65.42666827303064,13.678563104224704,43,68,30
26382,2.291558683530908,45.44530363065134,11.443953870005505,44,64,34
26382,2.291558683530908,174.43872291762835,15.952075693885693,39,69,29
26382,2.291558683530908,89.14884197690418,12.700606023196427,31,71,27
26382,2.0441099940867273,442.1138842979915,23.53526363503274,33,75,23
26382,2.0441099940867273,136.2285514875529,19.465402633575692,35,68,30
26382,2.0441099940867273,87.52429685705143,18.878286478357552,36,68,30
26382,2.0441099940867273,66.33986587074982,17.78067263401094,44,60,38
26382,2.021514918896157,73.90534690806946,16.069663509005064,39,65,33
26382,2.021514918896157,520.5188000521733,20.123824915253607,34,68,30
26382,2.021514918896157,428.68867082294656,20.141797812519695,43,70,28
26382,2.021514918896157,185.82132814123443,20.734471153678477,38,72,26
26382,2.021514918896157,141.2582410261571,19.69552881054735,41,65,33
26382,2.021514918896157,455.83549017574285,22.81218874892621,36,68,30
26382,2.021514918896157,41.71266216663059,15.286106423172866,36,65,33
26382,2.021514918896157,72.71941852146307,17.239581183956673,36,64,34
26382,2.021514918896157,68.13319812703503,14.230429791781297,43,63,35
26382,2.021514918896157,65.03502011908152,17.142199195988997,48,62,36
